"LIBRARYREFERENCE","FOOTPRINT1","CATEGORY","COMMENT","COMPONENTLINK1DESCRIPTION","COMPONENTLINK1URL","COMPONENTLINK2DESCRIPTION","COMPONENTLINK2URL","CONTACT RESISTANCE","GENDER","MANUFACTURER","MANUFACTURER PART NUMBER","MATCH CODE","MOUNT","NUMBER OF PINS","NUMBER OF ROWS","OPERATING TEMPERATURE MAX","OPERATING TEMPERATURE MIN","ORIENTATION","PACKAGING","PITCH","RATED CURRENT","WITHSTANDING VOLTAGE","WORKING VOLTAGE","SHEETPART","DESIGNATOR","DESCRIPTION"
"62102021921","62102021921","Board-to-Board Connectors","62102021921","Website Link","https://www.we-online.com/redexpert/article/62102021921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/62102021921?ad","20mOhm","Pin Header","Wurth Elektronik","62102021921","WR-PHD","Surface Mount","20","2","105°C","-40°C","Vertical","Tube","2mm","2A","500V","200V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2mm, 2 Row, 20P"
"621020242921","621020242921","Board-to-Board Connectors","621020242921","Website Link","https://www.we-online.com/redexpert/article/621020242921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621020242921?ad","20mOhm","Socket Header","Wurth Elektronik","621020242921","WR-PHD","Surface Mount","20","2","105°C","-40°C","Vertical","Tube","2mm","2A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2mm, 2 Row, 20P"
"621020245821","621020245821","Board-to-Board Connectors","621020245821","Website Link","https://www.we-online.com/redexpert/article/621020245821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621020245821?ad","20mOhm","Pin Header","Wurth Elektronik","621020245821","WR-PHD","Surface Mount","20","2","105°C","-40°C","Vertical","Tube","2mm","2A","500V","200V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2mm, 2 Row, 20P"
"62102421821","62102421821","Board-to-Board Connectors","62102421821","Website Link","https://www.we-online.com/redexpert/article/62102421821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/62102421821?ad","20mOhm","Socket Header","Wurth Elektronik","62102421821","WR-PHD","Surface Mount","24","2","105°C","-40°C","Vertical","Tube","2mm","2A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2mm, 2 Row, 24P"
"62102421921","62102421921","Board-to-Board Connectors","62102421921","Website Link","https://www.we-online.com/redexpert/article/62102421921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/62102421921?ad","20mOhm","Pin Header","Wurth Elektronik","62102421921","WR-PHD","Surface Mount","24","2","105°C","-40°C","Vertical","Tube","2mm","2A","500V","200V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2mm, 2 Row, 24P"
"621024242921","621024242921","Board-to-Board Connectors","621024242921","Website Link","https://www.we-online.com/redexpert/article/621024242921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621024242921?ad","20mOhm","Socket Header","Wurth Elektronik","621024242921","WR-PHD","Surface Mount","24","2","105°C","-40°C","Vertical","Tube","2mm","2A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2mm, 2 Row, 24P"
"621024245821","621024245821","Board-to-Board Connectors","621024245821","Website Link","https://www.we-online.com/redexpert/article/621024245821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621024245821?ad","20mOhm","Pin Header","Wurth Elektronik","621024245821","WR-PHD","Surface Mount","24","2","105°C","-40°C","Vertical","Tube","2mm","2A","500V","200V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2mm, 2 Row, 24P"
"62102821021","62102821021","Board-to-Board Connectors","62102821021","Website Link","https://www.we-online.com/redexpert/article/62102821021?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/62102821021?ad","20mOhm","Pin Header","Wurth Elektronik","62102821021","WR-PHD","Surface Mount","28","2","105°C","-40°C","Vertical","Tube","1.27mm","1A","300V","100V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 1.27mm, 2 Row, 28P"
"62103221921","62103221921","Board-to-Board Connectors","62103221921","Website Link","https://www.we-online.com/redexpert/article/62103221921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/62103221921?ad","20mOhm","Pin Header","Wurth Elektronik","62103221921","WR-PHD","Surface Mount","32","2","105°C","-40°C","Vertical","Tube","2mm","2A","500V","200V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2mm, 2 Row, 32P"
"621032242921","621032242921","Board-to-Board Connectors","621032242921","Website Link","https://www.we-online.com/redexpert/article/621032242921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621032242921?ad","20mOhm","Socket Header","Wurth Elektronik","621032242921","WR-PHD","Surface Mount","32","2","105°C","-40°C","Vertical","Tube","2mm","2A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2mm, 2 Row, 32P"
"62104021021","62104021021","Board-to-Board Connectors","62104021021","Website Link","https://www.we-online.com/redexpert/article/62104021021?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/62104021021?ad","20mOhm","Pin Header","Wurth Elektronik","62104021021","WR-PHD","Surface Mount","40","2","105°C","-40°C","Vertical","Tube","1.27mm","1A","300V","100V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 1.27mm, 2 Row, 40P"
"62104421021","62104421021","Board-to-Board Connectors","62104421021","Website Link","https://www.we-online.com/redexpert/article/62104421021?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/62104421021?ad","20mOhm","Pin Header","Wurth Elektronik","62104421021","WR-PHD","Surface Mount","44","2","105°C","-40°C","Vertical","Tube","1.27mm","1A","300V","100V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 1.27mm, 2 Row, 44P"
"62104421921","62104421921","Board-to-Board Connectors","62104421921","Website Link","https://www.we-online.com/redexpert/article/62104421921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/62104421921?ad","20mOhm","Pin Header","Wurth Elektronik","62104421921","WR-PHD","Surface Mount","44","2","105°C","-40°C","Vertical","Tube","2mm","2A","500V","200V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2mm, 2 Row, 44P"
"621044242921","621044242921","Board-to-Board Connectors","621044242921","Website Link","https://www.we-online.com/redexpert/article/621044242921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621044242921?ad","20mOhm","Socket Header","Wurth Elektronik","621044242921","WR-PHD","Surface Mount","44","2","105°C","-40°C","Vertical","Tube","2mm","2A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2mm, 2 Row, 44P"
"62105021021","62105021021","Board-to-Board Connectors","62105021021","Website Link","https://www.we-online.com/redexpert/article/62105021021?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/62105021021?ad","20mOhm","Pin Header","Wurth Elektronik","62105021021","WR-PHD","Surface Mount","50","2","105°C","-40°C","Vertical","Tube","1.27mm","1A","300V","100V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 1.27mm, 2 Row, 50P"
"621104284621","621104284621","Board-to-Board Connectors","621104284621","Website Link","https://www.we-online.com/redexpert/article/621104284621?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621104284621?ad","20mOhm","Socket Header","Wurth Elektronik","621104284621","WR-PHD","Surface Mount","4","2","105°C","-40°C","Angled","Tape and Reel","2mm","2A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Angled, pitch 2mm, 2 Row, 4P"
"621106284621","621106284621","Board-to-Board Connectors","621106284621","Website Link","https://www.we-online.com/redexpert/article/621106284621?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621106284621?ad","20mOhm","Socket Header","Wurth Elektronik","621106284621","WR-PHD","Surface Mount","6","2","105°C","-40°C","Angled","Tape and Reel","2mm","2A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Angled, pitch 2mm, 2 Row, 6P"
"621108284621","621108284621","Board-to-Board Connectors","621108284621","Website Link","https://www.we-online.com/redexpert/article/621108284621?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621108284621?ad","20mOhm","Socket Header","Wurth Elektronik","621108284621","WR-PHD","Surface Mount","8","2","105°C","-40°C","Angled","Tape and Reel","2mm","2A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Angled, pitch 2mm, 2 Row, 8P"
"621110284621","621110284621","Board-to-Board Connectors","621110284621","Website Link","https://www.we-online.com/redexpert/article/621110284621?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621110284621?ad","20mOhm","Socket Header","Wurth Elektronik","621110284621","WR-PHD","Surface Mount","10","2","105°C","-40°C","Angled","Tape and Reel","2mm","2A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Angled, pitch 2mm, 2 Row, 10P"
"621112284621","621112284621","Board-to-Board Connectors","621112284621","Website Link","https://www.we-online.com/redexpert/article/621112284621?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621112284621?ad","20mOhm","Socket Header","Wurth Elektronik","621112284621","WR-PHD","Surface Mount","12","2","105°C","-40°C","Angled","Tape and Reel","2mm","2A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Angled, pitch 2mm, 2 Row, 12P"
"621114284621","621114284621","Board-to-Board Connectors","621114284621","Website Link","https://www.we-online.com/redexpert/article/621114284621?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621114284621?ad","20mOhm","Socket Header","Wurth Elektronik","621114284621","WR-PHD","Surface Mount","14","2","105°C","-40°C","Angled","Tape and Reel","2mm","2A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Angled, pitch 2mm, 2 Row, 14P"
"621116284621","621116284621","Board-to-Board Connectors","621116284621","Website Link","https://www.we-online.com/redexpert/article/621116284621?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621116284621?ad","20mOhm","Socket Header","Wurth Elektronik","621116284621","WR-PHD","Surface Mount","16","2","105°C","-40°C","Angled","Tape and Reel","2mm","2A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Angled, pitch 2mm, 2 Row, 16P"
"621120284621","621120284621","Board-to-Board Connectors","621120284621","Website Link","https://www.we-online.com/redexpert/article/621120284621?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621120284621?ad","20mOhm","Socket Header","Wurth Elektronik","621120284621","WR-PHD","Surface Mount","20","2","105°C","-40°C","Angled","Tape and Reel","2mm","2A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Angled, pitch 2mm, 2 Row, 20P"
"62130421021","62130421021","Board-to-Board Connectors","62130421021","Website Link","https://www.we-online.com/redexpert/article/62130421021?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/62130421021?ad","20mOhm","Pin Header","Wurth Elektronik","62130421021","WR-PHD","Surface Mount","4","2","105°C","-40°C","Vertical","Tape and Reel","1.27mm","1A","500V","100V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 1.27mm, 2 Row, 4P"
"62130421821","62130421821","Board-to-Board Connectors","62130421821","Website Link","https://www.we-online.com/redexpert/article/62130421821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/62130421821?ad","20mOhm","Socket Header","Wurth Elektronik","62130421821","WR-PHD","Surface Mount","4","2","105°C","-40°C","Vertical","Tape and Reel","2mm","2A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2mm, 2 Row, 4P"
"62130421921","62130421921","Board-to-Board Connectors","62130421921","Website Link","https://www.we-online.com/redexpert/article/62130421921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/62130421921?ad","20mOhm","Pin Header","Wurth Elektronik","62130421921","WR-PHD","Surface Mount","4","2","105°C","-40°C","Vertical","Tape and Reel","2mm","2A","500V","200V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2mm, 2 Row, 4P"
"621304242921","621304242921","Board-to-Board Connectors","621304242921","Website Link","https://www.we-online.com/redexpert/article/621304242921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621304242921?ad","20mOhm","Socket Header","Wurth Elektronik","621304242921","WR-PHD","Surface Mount","4","2","105°C","-40°C","Vertical","Tape and Reel","2mm","2A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2mm, 2 Row, 4P"
"621304245821","621304245821","Board-to-Board Connectors","621304245821","Website Link","https://www.we-online.com/redexpert/article/621304245821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621304245821?ad","20mOhm","Pin Header","Wurth Elektronik","621304245821","WR-PHD","Surface Mount","4","2","105°C","-40°C","Vertical","Tape and Reel","2mm","2A","500V","200V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2mm, 2 Row, 4P"
"621304284521","621304284521","Board-to-Board Connectors","621304284521","Website Link","https://www.we-online.com/redexpert/article/621304284521?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621304284521?ad","20mOhm","Pin Header","Wurth Elektronik","621304284521","WR-PHD","Surface Mount","4","2","105°C","-40°C","Angled","Tape and Reel","2mm","2A","500V","200V","*","P?","WR-PHD Pin Header, SMT, Angled, pitch 2mm, 2 Row, 4P"
"62130621021","62130621021","Board-to-Board Connectors","62130621021","Website Link","https://www.we-online.com/redexpert/article/62130621021?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/62130621021?ad","20mOhm","Pin Header","Wurth Elektronik","62130621021","WR-PHD","Surface Mount","6","2","105°C","-40°C","Vertical","Tape and Reel","1.27mm","1A","500V","100V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 1.27mm, 2 Row, 6P"
"62130621821","62130621821","Board-to-Board Connectors","62130621821","Website Link","https://www.we-online.com/redexpert/article/62130621821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/62130621821?ad","20mOhm","Socket Header","Wurth Elektronik","62130621821","WR-PHD","Surface Mount","6","2","105°C","-40°C","Vertical","Tape and Reel","2mm","2A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2mm, 2 Row, 6P"
"62130621921","62130621921","Board-to-Board Connectors","62130621921","Website Link","https://www.we-online.com/redexpert/article/62130621921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/62130621921?ad","20mOhm","Pin Header","Wurth Elektronik","62130621921","WR-PHD","Surface Mount","6","2","105°C","-40°C","Vertical","Tape and Reel","2mm","2A","500V","200V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2mm, 2 Row, 6P"
"621306242921","621306242921","Board-to-Board Connectors","621306242921","Website Link","https://www.we-online.com/redexpert/article/621306242921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621306242921?ad","20mOhm","Socket Header","Wurth Elektronik","621306242921","WR-PHD","Surface Mount","6","2","105°C","-40°C","Vertical","Tape and Reel","2mm","2A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2mm, 2 Row, 6P"
"621306245821","621306245821","Board-to-Board Connectors","621306245821","Website Link","https://www.we-online.com/redexpert/article/621306245821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621306245821?ad","20mOhm","Pin Header","Wurth Elektronik","621306245821","WR-PHD","Surface Mount","6","2","105°C","-40°C","Vertical","Tape and Reel","2mm","2A","500V","200V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2mm, 2 Row, 6P"
"621306284521","621306284521","Board-to-Board Connectors","621306284521","Website Link","https://www.we-online.com/redexpert/article/621306284521?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621306284521?ad","20mOhm","Pin Header","Wurth Elektronik","621306284521","WR-PHD","Surface Mount","6","2","105°C","-40°C","Angled","Tape and Reel","2mm","2A","500V","200V","*","P?","WR-PHD Pin Header, SMT, Angled, pitch 2mm, 2 Row, 6P"
"62130821021","62130821021","Board-to-Board Connectors","62130821021","Website Link","https://www.we-online.com/redexpert/article/62130821021?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/62130821021?ad","20mOhm","Pin Header","Wurth Elektronik","62130821021","WR-PHD","Surface Mount","8","2","105°C","-40°C","Vertical","Tape and Reel","1.27mm","1A","500V","100V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 1.27mm, 2 Row, 8P"
"62130821821","62130821821","Board-to-Board Connectors","62130821821","Website Link","https://www.we-online.com/redexpert/article/62130821821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/62130821821?ad","20mOhm","Socket Header","Wurth Elektronik","62130821821","WR-PHD","Surface Mount","8","2","105°C","-40°C","Vertical","Tape and Reel","2mm","2A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2mm, 2 Row, 8P"
"62130821921","62130821921","Board-to-Board Connectors","62130821921","Website Link","https://www.we-online.com/redexpert/article/62130821921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/62130821921?ad","20mOhm","Pin Header","Wurth Elektronik","62130821921","WR-PHD","Surface Mount","8","2","105°C","-40°C","Vertical","Tape and Reel","2mm","2A","500V","200V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2mm, 2 Row, 8P"
"621308242921","621308242921","Board-to-Board Connectors","621308242921","Website Link","https://www.we-online.com/redexpert/article/621308242921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621308242921?ad","20mOhm","Socket Header","Wurth Elektronik","621308242921","WR-PHD","Surface Mount","8","2","105°C","-40°C","Vertical","Tape and Reel","2mm","2A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2mm, 2 Row, 8P"
"621308245821","621308245821","Board-to-Board Connectors","621308245821","Website Link","https://www.we-online.com/redexpert/article/621308245821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621308245821?ad","20mOhm","Pin Header","Wurth Elektronik","621308245821","WR-PHD","Surface Mount","8","2","105°C","-40°C","Vertical","Tape and Reel","2mm","2A","500V","200V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2mm, 2 Row, 8P"
"621308284521","621308284521","Board-to-Board Connectors","621308284521","Website Link","https://www.we-online.com/redexpert/article/621308284521?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621308284521?ad","20mOhm","Pin Header","Wurth Elektronik","621308284521","WR-PHD","Surface Mount","8","2","105°C","-40°C","Angled","Tape and Reel","2mm","2A","500V","200V","*","P?","WR-PHD Pin Header, SMT, Angled, pitch 2mm, 2 Row, 8P"
"62131021021","62131021021","Board-to-Board Connectors","62131021021","Website Link","https://www.we-online.com/redexpert/article/62131021021?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/62131021021?ad","20mOhm","Pin Header","Wurth Elektronik","62131021021","WR-PHD","Surface Mount","10","2","105°C","-40°C","Vertical","Tape and Reel","1.27mm","1A","500V","100V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 1.27mm, 2 Row, 10P"
"62131021821","62131021821","Board-to-Board Connectors","62131021821","Website Link","https://www.we-online.com/redexpert/article/62131021821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/62131021821?ad","20mOhm","Socket Header","Wurth Elektronik","62131021821","WR-PHD","Surface Mount","10","2","105°C","-40°C","Vertical","Tape and Reel","2mm","2A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2mm, 2 Row, 10P"
"62131021921","62131021921","Board-to-Board Connectors","62131021921","Website Link","https://www.we-online.com/redexpert/article/62131021921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/62131021921?ad","20mOhm","Pin Header","Wurth Elektronik","62131021921","WR-PHD","Surface Mount","10","2","105°C","-40°C","Vertical","Tape and Reel","2mm","2A","500V","200V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2mm, 2 Row, 10P"
"621310242921","621310242921","Board-to-Board Connectors","621310242921","Website Link","https://www.we-online.com/redexpert/article/621310242921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621310242921?ad","20mOhm","Socket Header","Wurth Elektronik","621310242921","WR-PHD","Surface Mount","10","2","105°C","-40°C","Vertical","Tape and Reel","2mm","2A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2mm, 2 Row, 10P"
"621310245821","621310245821","Board-to-Board Connectors","621310245821","Website Link","https://www.we-online.com/redexpert/article/621310245821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621310245821?ad","20mOhm","Pin Header","Wurth Elektronik","621310245821","WR-PHD","Surface Mount","10","2","105°C","-40°C","Vertical","Tape and Reel","2mm","2A","500V","200V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2mm, 2 Row, 10P"
"621310284521","621310284521","Board-to-Board Connectors","621310284521","Website Link","https://www.we-online.com/redexpert/article/621310284521?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621310284521?ad","20mOhm","Pin Header","Wurth Elektronik","621310284521","WR-PHD","Surface Mount","10","2","105°C","-40°C","Angled","Tape and Reel","2mm","2A","500V","200V","*","P?","WR-PHD Pin Header, SMT, Angled, pitch 2mm, 2 Row, 10P"
"621312284521","621312284521","Board-to-Board Connectors","621312284521","Website Link","https://www.we-online.com/redexpert/article/621312284521?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621312284521?ad","20mOhm","Pin Header","Wurth Elektronik","621312284521","WR-PHD","Surface Mount","12","2","105°C","-40°C","Angled","Tape and Reel","2mm","2A","500V","200V","*","P?","WR-PHD Pin Header, SMT, Angled, pitch 2mm, 2 Row, 12P"
"62131421021","62131421021","Board-to-Board Connectors","62131421021","Website Link","https://www.we-online.com/redexpert/article/62131421021?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/62131421021?ad","20mOhm","Pin Header","Wurth Elektronik","62131421021","WR-PHD","Surface Mount","14","2","105°C","-40°C","Vertical","Tape and Reel","1.27mm","1A","500V","100V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 1.27mm, 2 Row, 14P"
"62131421821","62131421821","Board-to-Board Connectors","62131421821","Website Link","https://www.we-online.com/redexpert/article/62131421821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/62131421821?ad","20mOhm","Socket Header","Wurth Elektronik","62131421821","WR-PHD","Surface Mount","14","2","105°C","-40°C","Vertical","Tape and Reel","2mm","2A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2mm, 2 Row, 14P"
"62131421921","62131421921","Board-to-Board Connectors","62131421921","Website Link","https://www.we-online.com/redexpert/article/62131421921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/62131421921?ad","20mOhm","Pin Header","Wurth Elektronik","62131421921","WR-PHD","Surface Mount","14","2","105°C","-40°C","Vertical","Tape and Reel","2mm","2A","500V","200V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2mm, 2 Row, 14P"
"621314242921","621314242921","Board-to-Board Connectors","621314242921","Website Link","https://www.we-online.com/redexpert/article/621314242921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621314242921?ad","20mOhm","Socket Header","Wurth Elektronik","621314242921","WR-PHD","Surface Mount","14","2","105°C","-40°C","Vertical","Tape and Reel","2mm","2A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2mm, 2 Row, 14P"
"621314245821","621314245821","Board-to-Board Connectors","621314245821","Website Link","https://www.we-online.com/redexpert/article/621314245821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621314245821?ad","20mOhm","Pin Header","Wurth Elektronik","621314245821","WR-PHD","Surface Mount","14","2","105°C","-40°C","Vertical","Tape and Reel","2mm","2A","500V","200V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2mm, 2 Row, 14P"
"621314284521","621314284521","Board-to-Board Connectors","621314284521","Website Link","https://www.we-online.com/redexpert/article/621314284521?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621314284521?ad","20mOhm","Pin Header","Wurth Elektronik","621314284521","WR-PHD","Surface Mount","14","2","105°C","-40°C","Angled","Tape and Reel","2mm","2A","500V","200V","*","P?","WR-PHD Pin Header, SMT, Angled, pitch 2mm, 2 Row, 14P"
"62131621021","62131621021","Board-to-Board Connectors","62131621021","Website Link","https://www.we-online.com/redexpert/article/62131621021?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/62131621021?ad","20mOhm","Pin Header","Wurth Elektronik","62131621021","WR-PHD","Surface Mount","16","2","105°C","-40°C","Vertical","Tape and Reel","1.27mm","1A","500V","100V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 1.27mm, 2 Row, 16P"
"62131621821","62131621821","Board-to-Board Connectors","62131621821","Website Link","https://www.we-online.com/redexpert/article/62131621821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/62131621821?ad","20mOhm","Socket Header","Wurth Elektronik","62131621821","WR-PHD","Surface Mount","16","2","105°C","-40°C","Vertical","Tape and Reel","2mm","2A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2mm, 2 Row, 16P"
"62131621921","62131621921","Board-to-Board Connectors","62131621921","Website Link","https://www.we-online.com/redexpert/article/62131621921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/62131621921?ad","20mOhm","Pin Header","Wurth Elektronik","62131621921","WR-PHD","Surface Mount","16","2","105°C","-40°C","Vertical","Tape and Reel","2mm","2A","500V","200V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2mm, 2 Row, 16P"
"621316242921","621316242921","Board-to-Board Connectors","621316242921","Website Link","https://www.we-online.com/redexpert/article/621316242921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621316242921?ad","20mOhm","Socket Header","Wurth Elektronik","621316242921","WR-PHD","Surface Mount","16","2","105°C","-40°C","Vertical","Tape and Reel","2mm","2A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2mm, 2 Row, 16P"
"621316245821","621316245821","Board-to-Board Connectors","621316245821","Website Link","https://www.we-online.com/redexpert/article/621316245821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621316245821?ad","20mOhm","Pin Header","Wurth Elektronik","621316245821","WR-PHD","Surface Mount","16","2","105°C","-40°C","Vertical","Tape and Reel","2mm","2A","500V","200V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2mm, 2 Row, 16P"
"621316284521","621316284521","Board-to-Board Connectors","621316284521","Website Link","https://www.we-online.com/redexpert/article/621316284521?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/621316284521?ad","20mOhm","Pin Header","Wurth Elektronik","621316284521","WR-PHD","Surface Mount","16","2","105°C","-40°C","Angled","Tape and Reel","2mm","2A","500V","200V","*","P?","WR-PHD Pin Header, SMT, Angled, pitch 2mm, 2 Row, 16P"
"62132021021","62132021021","Board-to-Board Connectors","62132021021","Website Link","https://www.we-online.com/redexpert/article/62132021021?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/62132021021?ad","20mOhm","Pin Header","Wurth Elektronik","62132021021","WR-PHD","Surface Mount","20","2","105°C","-40°C","Vertical","Tape and Reel","1.27mm","1A","500V","100V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 1.27mm, 2 Row, 20P"
"62132021821","62132021821","Board-to-Board Connectors","62132021821","Website Link","https://www.we-online.com/redexpert/article/62132021821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/62132021821?ad","20mOhm","Socket Header","Wurth Elektronik","62132021821","WR-PHD","Surface Mount","20","2","105°C","-40°C","Vertical","Tape and Reel","2mm","2A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2mm, 2 Row, 20P"
"62132021921","62132021921","Board-to-Board Connectors","62132021921","Website Link","https://www.we-online.com/redexpert/article/62132021921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/62132021921?ad","20mOhm","Pin Header","Wurth Elektronik","62132021921","WR-PHD","Surface Mount","20","2","105°C","-40°C","Vertical","Tape and Reel","2mm","2A","500V","200V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2mm, 2 Row, 20P"
